x0,x1
0.027720862933799984,-0.017900051794056227
-0.02884789825079008,0.01626185330724761
0.022745434625141267,-0.016128269554743634
-0.005576722492374467,-0.03889848064796261
0.012764727802559965,0.023201727729893176
-0.0022731318096801067,0.009133157038159152
0.03045692906719599,0.03647521020439745
-0.0364180762753178,0.035833909395101005
0.05431453045042333,-0.04300330279693064
-0.015057318449326437,0.040467187910384346
0.040593826628640625,0.017094227769795325
-0.059223650337850264,0.019558299909756244
0.02987567993859552,0.04212976838986828
-0.025314932404602555,0.003585602460892324
-0.04819463737738363,-0.0412855450251493
-0.05246313586696852,-0.01692209332582357
0.05145981526713427,-0.0018468159797826443
0.022624595062267897,-0.03285975866070315
0.01878550837620387,-0.0006817634999865724
0.014751606055902892,0.04008888154282264
0.024054531871935902,0.08118260533186823
-0.005180891560021311,0.009492823054560642
-0.05907840385946731,-0.05117497408461067
-0.017740667631523883,0.009010156744263146
-0.061314022303129025,-0.04773943657333418
0.030863235241197468,0.05269792852628933
-0.06111804761459654,-0.06077889302345714
-0.033809395452915315,0.00019718976718160848
0.004613168766293433,0.0028841098883358386
0.010883795491747983,-0.00278059464146208
-0.013084817978435801,0.0018210908154625734
0.039547061090371614,0.026402320265576703
0.030395291584035963,0.018733051202404063
-0.009556033408426182,0.011277798703336556
-0.004690073551200564,-0.0288140910219061
-0.01602825939238991,-0.006575314347198851
-0.014976964613059833,-0.02096317115922804
-0.014681923650252497,-0.049821858084619614
-0.03007852284600623,0.01723102867552238
-0.0038132528961789002,0.0015413472878994632
0.03907235815949774,-0.0030049831821450687
0.01631785896522076,0.06522790846799197
0.015199131345697538,0.005787210841055041
0.03391296578104302,-0.027238982057405048
-0.03648131165565716,0.03640397379667786
0.027492873858204304,-0.016650711530657693
0.053929405810413125,0.017837015846195063
-0.0012504054009346512,-0.0033101176885234986
0.03493747582699643,0.027937785165972364
0.014786871730444566,0.022693813411230175
-0.005237401025475662,0.005036267490152464
0.08096994992136239,-0.0010131968861525962
0.03689103503160613,-0.0038653717546249747
-0.0066501763469532064,-0.008537807182647305
-0.0699315552430129,0.024911506527936136
0.008571811651381347,0.04785614837901314
-0.021539742272204794,-0.03856918520948178
-0.015850527708543324,0.00023367607183845081
-0.05479855338594905,-0.015900053035504205
-0.033442067768548876,-0.013532857252467376
-0.06159334043591326,-0.06322656601835978
-0.051577234315330484,0.017675482950328787
0.02276032327159674,-0.007795682758515473
0.0009784899622446647,0.011387051823554642
0.047428380023582434,0.03081184662158067
0.04091119147506728,-0.008402461720501101
0.014530081446131621,0.0001546290861373329
0.04088991467052506,-0.009106938282977433
-0.007172238176310005,-0.023366056895522277
0.012852809555374526,0.019789210886356275
0.01384399188619799,-0.008750717953447767
0.011966030806792599,-0.012777329712314987
0.013390353468779535,-0.0021927649579650287
0.03450378568242664,-0.016186930872993333
-0.004706794002758946,0.03282612794413279
-0.02052772432008855,-0.03177602642076734
-0.037196406662840735,-0.03655290928131537
0.05768279919783173,-0.009055260731946478
-0.0420327010052172,-0.018266513833403785
0.03685061755435383,0.020829399697215277
0.017081526967007984,0.0057071032677218
-0.008851086186228084,0.04556757564860165
0.003395569982302534,0.020241080947907886
0.03218539687317977,-0.01220307844366942
0.014671990297220095,0.06147742921056402
0.00039853340009252396,-0.014357737865219197
-0.03375376469255239,-0.03701836882687985
0.018633833882588227,-0.03266094543705316
-0.0013313138004813988,9.749277947014597e-05
0.04441178615684305,0.01710769347017825
0.018416880911639233,0.035577421973429724
-0.009431161172387409,0.04563194287756631
0.01374742606067295,0.015776215117283963
-0.05278257585247725,-0.005541090847998921
-0.001786757690747729,0.008447173291457218
0.0425340228698093,0.04195762007187717
0.019586522611711038,0.007752991721888471
0.008720214771909046,0.05283028437472427
-0.015507678117148852,0.05074209765402611
-0.014832945822441934,-0.03487489194499139
